rank,title,Previous Rank,Revenues ($M),Revenue Change,Profits ($M),Profit Change,Assets ($M),Mkt Value as of 3/29/18 ($M),Employees,CEO,CEO Title,Sector,Industry,Years on Fortune 500 List,City,State,Latitude,Longitude
316,Quanta Services,355,"$9,467 ",23.70%,$315.00 ,58.80%,"$6,480 ","$5,281 ","32,800",Earl C. Austin Jr.,"President, Chief Executive Officer &  Director",Engineering &  Construction,"Engineering, Construction",6,Houston,TX,29.7604267,-95.3698028
317,Advance Auto Parts,292,"$9,374 ",-2.00%,$475.50 ,3.50%,"$8,482 ","$8,770 ","55,500",Thomas R. Greco,"President, Chief Executive Officer &  Director",Retailing,Specialty Retailers: Other,16,Roanoke,VA,37.2709704,-79.9414266
318,Owens & Minor,288,"$9,318 ",-4.20%,$72.80 ,-33.10%,"$3,376 ",$961 ,"8,600",P. Cody Phipps,"Chairman, President &  Chief Executive Officer",Wholesalers,Wholesalers: Health Care,24,Mechanicsville,VA,37.6087561,-77.3733139
319,United Natural Foods,325,"$9,275 ",9.50%,$130.20 ,3.50%,"$2,887 ","$2,165 ","9,700",Steven L. Spinner,"Chairman, President &  Chief Executive Officer",Wholesalers,Wholesalers: Food and Grocery,6,Providence,RI,41.8239891,-71.4128343
320,Tenneco,322,"$9,274 ",7.80%,$207.00 ,-41.90%,"$4,842 ","$2,822 ","32,000",Brian J. Kesseler,Chief Executive Officer &  Director,Motor Vehicles &  Parts,Motor Vehicles and Parts,24,Lake Forest,IL,42.2586342,-87.840625
321,Conagra Brands,197,"$9,235 ",-34.70%,$639.30 ,-,"$10,096 ","$14,776 ","12,600",Sean M. Connolly,"President, Chief Executive Officer &  Director","Food, Beverages &  Tobacco",Food Consumer Products,24,Chicago,IL,41.8781136,-87.6297982
322,GameStop,321,"$9,225 ",7.20%,$34.70 ,-90.20%,"$5,042 ","$1,279 ","39,500",Shane S. Kim,Interim Chief Executive Officer,Retailing,Specialty Retailers: Other,12,Grapevine,TX,32.9342919,-97.0780654
323,Hormel Foods,295,"$9,168 ",-3.70%,$846.70 ,-4.90%,"$6,976 ","$18,174 ","20,200",James P. Snee,"Chairman, President &  Chief Executive Officer","Food, Beverages &  Tobacco",Food Consumer Products,24,Austin,MN,43.6666296,-92.9746367
324,Hilton Worldwide Holdings,241,"$9,140 ",-21.60%,"$1,259.00 ",261.80%,"$14,308 ","$24,957 ","163,000",Christopher J. Nassetta,"President, Chief Executive Officer &  Director","Hotels, Restaurants &  Leisure","Hotels, Casinos, Resorts",15,McLean,VA,38.9338676,-77.1772604
325,Frontier Communications,313,"$9,128 ",2.60%,"($1,804.00)",-,"$24,884 ",$582 ,"22,736",Daniel J. McCarthy,"President, Chief Executive Officer &  Director",Telecommunications,Telecommunications,5,Norwalk,CT,41.117744,-73.4081575
326,Fidelity National Information Services,301,"$9,123 ",-1.30%,"$1,319.00 ",132.20%,"$24,517 ","$31,893 ","53,000",Gary A. Norcross,"President, Chief Executive Officer &  Director",Business Services,Financial Data Services,9,Jacksonville,FL,30.3321838,-81.655651
327,Public Service Enterprise Group,306,"$9,084 ",0.30%,"$1,574.00 ",77.50%,"$42,716 ","$25,359 ","12,945",Ralph Izzo,"Chairman, President &  Chief Executive Officer",Energy,Utilities: Gas and Electric,24,Newark,NJ,40.735657,-74.1723667
328,Boston Scientific,327,"$9,048 ",7.90%,$104.00 ,-70.00%,"$19,042 ","$37,688 ","29,000",Michael F. Mahoney,"Chairman, President &  Chief Executive Officer",Health Care,Medical Products and Equipment,15,Marlboro,MA,42.3459271,-71.5522874
329,OReilly Automotive,323,"$8,978 ",4.50%,"$1,133.80 ",9.30%,"$7,572 ","$20,607 ","60,365",Gregory D. Johnson,"President, Chief Executive Officer &  Director",Retailing,Specialty Retailers: Other,9,Springfield,MO,37.2089572,-93.2922989
330,Charles Schwab,357,"$8,960 ",17.20%,"$2,354.00 ",24.60%,"$243,274 ","$70,313 ","17,600",Walter W. Bettinger II,"President, Chief Executive Officer &  Director",Financials,Securities,20,SF,CA,37.7749295,-122.4194155
331,Global Partners,334,"$8,921 ",8.30%,$58.80 ,-,"$2,320 ",$522 ,"2,000",Eric Slifka,"President, Chief Executive Officer &  Director",Wholesalers,Wholesalers: Diversified,12,Waltham,MA,42.3764852,-71.2356113
332,PVH,335,"$8,915 ",8.70%,$537.80 ,-2.00%,"$11,886 ","$11,649 ","28,050",Emanuel Chirico,Chairman &  Chief Executive Officer,Apparel,Apparel,8,New York,NY,40.7127753,-74.0059728
333,Avis Budget Group,319,"$8,848 ",2.20%,$361.00 ,121.50%,"$17,699 ","$3,792 ","26,300",Larry D. De Shon,"President, Chief Executive Officer &  Director",Retailing,"Automotive Retailing, Services",21,Parsippany-Troy Hills,NJ,40.8652865,-74.4173877
334,Targa Resources,402,"$8,815 ",31.70%,$54.00 ,-,"$14,389 ","$9,629 ","2,130",Joe Bob Perkins,Chairman &  Chief Executive Officer,Energy,Pipelines,10,Houston,TX,29.7604267,-95.3698028
335,Hertz Global Holdings,296,"$8,803 ",-7.10%,$327.00 ,-,"$20,058 ","$1,662 ","37,000",Kathryn V. Marinello,"President, Chief Executive Officer &  Director",Retailing,"Automotive Retailing, Services",11,Estero,FL,26.438136,-81.8067523
336,Calpine,400,"$8,752 ",30.30%,($339.00),-468.50%,"$16,453 ",-,"2,290",John B. Hill III,"President, Chief Executive Officer &  Director",Energy,Energy,17,Houston,TX,29.7604267,-95.3698028
337,Mutual of Omaha Insurance,342,"$8,732 ",10.60%,$862.60 ,141.90%,"$42,429 ",-,"5,896",James T. Blackledge,"Chairman, President &  Chief Executive Officer",Financials,"Insurance: Life, Health (stock)",22,Omaha,NE,41.2565369,-95.9345034
338,Crown Holdings,333,"$8,698 ",5.00%,$323.00 ,-34.90%,"$10,663 ","$6,816 ","24,342",Timothy J. Donahue,"President, Chief Executive Officer &  Director",Materials,"Packaging, Containers",24,Philadelphia,PA,39.9525839,-75.1652215
339,Peter Kiewit Sons,324,"$8,678 ",1.20%,$371.00 ,-6.30%,"$5,710 ",-,"22,000",Bruce E. Grewcock,"President, Chief Executive Officer &  Director",Engineering &  Construction,"Engineering, Construction",19,Omaha,NE,41.2565369,-95.9345034
340,Dicks Sporting Goods,340,"$8,591 ",8.40%,$323.40 ,12.50%,"$4,204 ","$3,765 ","30,300",Edward W. Stack,Chairman &  Chief Executive Officer,Retailing,Specialty Retailers: Other,9,Coraopolis,PA,40.5184013,-80.1667247
341,PulteGroup,353,"$8,573 ",11.80%,$447.20 ,-25.80%,"$9,687 ","$8,439 ","4,810",Ryan R. Marshall,"President, Chief Executive Officer &  Director",Engineering &  Construction,Homebuilders,16,Atlanta,GA,33.7489954,-84.3879824
342,Navistar International,337,"$8,570 ",5.70%,$30.00 ,-,"$6,135 ","$3,451 ","11,400",Troy A. Clarke,"Chairman, President &  Chief Executive Officer",Industrials,Construction and Farm Machinery,22,Lisle,IL,41.801141,-88.0747875
343,Thrivent Financial for Lutherans,316,"$8,528 ",-2.80%,$558.40 ,-5.00%,"$95,001 ",-,"3,622",Bradford L. Hewitt,Chief Executive Officer &  Director,Financials,"Insurance: Life, Health (Mutual)",24,Minneapolis,MN,44.977753,-93.2650108
344,DCP Midstream,,"$8,462 ",465.30%,$229.00 ,-26.60%,"$13,878 ","$5,033 ","2,650",Wouter T. van Kempen,"Chairman, President &  Chief Executive Officer",Energy,Pipelines,1,Denver,CO,39.7392358,-104.990251
345,Air Products & Chemicals,294,"$8,442 ",-11.40%,"$3,000.40 ",375.40%,"$18,467 ","$34,818 ","15,150",Seifi Ghasemi,"Chairman, President &  Chief Executive Officer",Chemicals,Chemicals,24,Allentown,PA,40.6022939,-75.4714098
346,Veritiv,331,"$8,365 ",0.50%,($13.30),-163.30%,"$2,708 ",$617 ,"8,900",Mary A. Laschinger,Chairman &  Chief Executive Officer,Wholesalers,Wholesalers: Diversified,3,Atlanta,GA,33.7489954,-84.3879824
347,AGCO,370,"$8,307 ",12.10%,$186.40 ,16.40%,"$7,972 ","$5,157 ","20,462",Martin H. Richenhagen,"Chairman, President &  Chief Executive Officer",Industrials,Construction and Farm Machinery,17,Duluth,GA,34.0028786,-84.1446376
348,Genworth Financial,329,"$8,295 ",-0.90%,$817.00 ,-,"$105,297 ","$1,413 ","3,500",Thomas J. McInerney,"President, Chief Executive Officer &  Director",Financials,"Insurance: Life, Health (stock)",13,Richmond,VA,37.5407246,-77.4360481
349,Univar,338,"$8,254 ",2.20%,$119.80 ,-,"$5,733 ","$3,920 ","8,600",David C. Jukes,"President, Chief Executive Officer &  Director",Wholesalers,Wholesalers: Diversified,3,Downers Grove,IL,41.8089191,-88.0111746
350,News Corp.,332,"$8,139 ",-2.20%,($738.00),-512.30%,"$14,552 ","$9,272 ","26,000",Robert J. Thomson,Chairman &  Chief Executive Officer,Media,"Publishing, Printing",4,New York,NY,40.7127753,-74.0059728
351,SpartanNash,350,"$8,128 ",5.10%,($52.80),-193.00%,"$2,056 ",$620 ,"11,950",David M. Staples,"President, Chief Executive Officer &  Director",Wholesalers,Wholesalers: Food and Grocery,8,Byron Center,MI,42.8122508,-85.7228061
352,Westlake Chemical,507,"$8,041 ",58.40%,"$1,304.00 ",226.90%,"$12,076 ","$14,385 ","8,799",Albert Yuan Chao,"President, Chief Executive Officer &  Director",Chemicals,Chemicals,1,Houston,TX,29.7604267,-95.3698028
353,Williams,367,"$8,031 ",7.10%,"$2,174.00 ",-,"$46,352 ","$20,567 ","5,425",Alan S. Armstrong,"President, Chief Executive Officer &  Director",Energy,Energy,24,Tulsa,OK,36.1539816,-95.992775
354,Lam Research,440,"$8,014 ",36.10%,"$1,697.80 ",85.70%,"$12,123 ","$33,105 ","9,400",Martin B. Anstice,Chairman &  Chief Executive Officer,Technology,Semiconductors and Other Electronic Components,3,Fremont,CA,37.5482697,-121.9885719
355,Alaska Air Group,438,"$7,933 ",33.80%,"$1,034.00 ",27.00%,"$10,740 ","$7,646 ","23,156",Bradley D. Tilden,"Chairman, President &  Chief Executive Officer",Transportation,Airlines,5,Seattle,WA,47.6062095,-122.3320708
356,Jones Lang LaSalle,391,"$7,932 ",16.60%,$254.20 ,-20.10%,"$8,015 ","$7,930 ","81,900",Christian Ulbrich,"President, Chief Executive Officer &  Director",Financials,Real estate,4,Chicago,IL,41.8781136,-87.6297982
357,Anixter International,359,"$7,927 ",4.00%,$109.00 ,-9.50%,"$4,252 ","$2,522 ","8,900",Robert J. Eck,Chairman &  Chief Executive Officer,Wholesalers,Wholesalers: Electronics and Office Equipment,16,Glenview,IL,42.0697509,-87.7878408
358,Campbell Soup,339,"$7,890 ",-0.90%,$887.00 ,57.50%,"$7,726 ","$13,021 ","18,000",Denise M. Morrison,"President, Chief Executive Officer &  Director","Food, Beverages &  Tobacco",Food Consumer Products,24,Camden,NJ,39.9259463,-75.1196199
359,Interpublic Group,345,"$7,882 ",0.50%,$579.00 ,-4.80%,"$12,695 ","$8,854 ","50,200",Michael I. Roth,Chairman &  Chief Executive Officer,Business Services,"Advertising, marketing",21,New York,NY,40.7127753,-74.0059728
360,Dover,392,"$7,830 ",15.20%,$811.70 ,59.50%,"$10,658 ","$15,183 ","29,000",Richard J. Tobin,"President, Chief Executive Officer &  Director",Industrials,Industrial Machinery,24,Downers Grove,IL,41.8089191,-88.0111746
361,Zimmer Biomet Holdings,352,"$7,824 ",1.80%,"$1,813.80 ",492.90%,"$25,965 ","$22,151 ","18,200",Bryan C. Hanson,"President, Chief Executive Officer &  Director",Health Care,Medical Products and Equipment,3,Warsaw,IN,41.2381,-85.8530469
362,Dean Foods,351,"$7,795 ",1.10%,$61.60 ,-48.60%,"$2,504 ",$787 ,"16,000",Ralph P. Scozzafava,Chairman &  Chief Executive Officer,"Food, Beverages &  Tobacco",Food Consumer Products,20,Dallas,TX,32.7766642,-96.7969879
363,Foot Locker,348,"$7,782 ",0.20%,$284.00 ,-57.20%,"$3,961 ","$5,379 ","32,175",Richard A. Johnson,"Chairman, President &  Chief Executive Officer",Retailing,Specialty Retailers: Apparel,24,New York,NY,40.7127753,-74.0059728
364,Eversource Energy,358,"$7,752 ",1.50%,$988.00 ,4.80%,"$36,220 ","$18,671 ","8,084",James J. Judge,"Chairman, President &  Chief Executive Officer",Energy,Utilities: Gas and Electric,23,Springfield,MA,42.1014831,-72.589811
365,Alliance Data Systems,378,"$7,719 ",8.10%,$788.70 ,52.90%,"$30,685 ","$11,806 ","20,000",Edward J. Heffernan,"President, Chief Executive Officer &  Director",Business Services,Financial Data Services,4,Plano,TX,33.0198431,-96.6988856
366,Fifth Third Bancorp,389,"$7,713 ",12.00%,"$2,194.00 ",40.30%,"$142,193 ","$21,812 ","18,125",Greg D. Carmichael,"Chairman, President &  Chief Executive Officer",Financials,Commercial Banks,19,Cincinnati,OH,39.1031182,-84.5120196
367,Quest Diagnostics,366,"$7,709 ",2.60%,$772.00 ,19.70%,"$10,503 ","$13,619 ","45,000",Stephen H. Rusckowski,"Chairman, President &  Chief Executive Officer",Health Care,Health Care: Pharmacy and Other Services,18,Secaucus,NJ,40.7895453,-74.0565298
368,EMCOR Group,360,"$7,688 ",1.80%,$227.20 ,24.90%,"$3,966 ","$4,549 ","32,000",Anthony J. Guzzi,"President, Chief Executive Officer &  Director",Engineering &  Construction,"Engineering, Construction",18,Norwalk,CT,41.117744,-73.4081575
369,W.R. Berkley,354,"$7,685 ",0.40%,$549.10 ,-8.80%,"$24,300 ","$8,836 ","7,722",W. Robert Berkley Jr.,"President, Chief Executive Officer &  Director",Financials,Insurance: Property and Casualty (Stock),15,Greenwich,CT,41.0262417,-73.6281964
370,WESCO International,373,"$7,679 ",4.70%,$163.50 ,60.90%,"$4,736 ","$2,920 ","9,100",John J. Engel,"Chairman, President &  Chief Executive Officer",Wholesalers,Wholesalers: Diversified,20,Pittsburgh,PA,40.4406248,-79.9958864
371,Coty,558,"$7,650 ",75.90%,($422.20),-369.10%,"$22,548 ","$13,723 ","22,000",Camillo Pane,Chairman &  Chief Executive Officer,Household Products,Household and Personal Products,1,New York,NY,40.7127753,-74.0059728
372,WEC Energy Group,368,"$7,649 ",2.40%,"$1,203.70 ",28.20%,"$31,591 ","$19,784 ","8,129",Gale E. Klappa,Chairman &  Chief Executive Officer,Energy,Utilities: Gas and Electric,9,Milwaukee,WI,43.0389025,-87.9064736
373,Masco,372,"$7,644 ",3.90%,$533.00 ,8.60%,"$5,488 ","$12,590 ","26,000",Keith J. Allman,"President, Chief Executive Officer &  Director",Household Products,"Home Equipment, Furnishings",24,Livonia,MI,42.36837,-83.3527097
374,DXC Technology,,"$7,607 ",7.10%,($123.00),-149.00%,"$8,663 ","$28,720 ","60,000",J. Michael Lawrie,"Chairman, President &  Chief Executive Officer",Technology,Information Technology Services,1,Tysons,VA,38.9187222,-77.2310925
375,Auto-Owners Insurance,398,"$7,604 ",12.20%,$645.70 ,-8.60%,"$23,694 ",-,"5,227",Jeffrey S. Tagsold,Chief Executive Officer &  Director,Financials,Insurance: Property and Casualty (Mutual),16,Lansing,MI,42.732535,-84.5555347
376,Jones Financial (Edward Jones),403,"$7,597 ",14.60%,$872.00 ,16.90%,"$17,176 ",-,45000,James D. Weddle,Chief Executive Officer &  Managing Partner,Financials,Securities,6,Des Peres,MO,38.59722,-90.448126
377,Liberty Media,491,"$7,594 ",43.90%,"$1,354.00 ",99.10%,"$41,996 ","$13,816 ","4,393",Gregory B. Maffei,"President, Chief Executive Officer &  Director",Media,Entertainment,2,Englewood,CO,39.6477653,-104.9877597
378,Erie Insurance Group,382,"$7,535 ",7.40%,$857.50 ,15.60%,"$20,670 ",-,"5,260",Timothy G. NeCastro,Chief Executive Officer,Financials,Insurance: Property and Casualty (Mutual),15,Erie,PA,42.1292241,-80.085059
379,Hershey,369,"$7,515 ",1.00%,$783.00 ,8.70%,"$5,554 ","$20,774 ","16,135",Michele G. Buck,"President, Chief Executive Officer &  Director","Food, Beverages &  Tobacco",Food Consumer Products,24,Hershey,PA,40.2859239,-76.6502468
380,PPL,365,"$7,447 ",-0.90%,"$1,128.00 ",-40.70%,"$41,479 ","$19,635 ","12,512",William H. Spence,"Chairman, President &  Chief Executive Officer",Energy,Utilities: Gas and Electric,24,Allentown,PA,40.6022939,-75.4714098
381,Huntington Ingalls Industries,380,"$7,441 ",5.30%,$479.00 ,-16.40%,"$6,374 ","$11,539 ","38,000",C. Michael Petters,"President, Chief Executive Officer &  Director",Aerospace &  Defense,Aerospace and Defense,6,Newport News,VA,37.0870821,-76.4730122
382,Mosaic,377,"$7,409 ",3.40%,($107.20),-136.00%,"$18,633 ","$9,358 ","8,500",James C. O'Rourke,"President, Chief Executive Officer &  Director",Chemicals,Chemicals,13,Plymouth,MN,45.0105194,-93.4555093
383,J.M. Smucker,346,"$7,392 ",-5.40%,$592.30 ,-14.00%,"$15,640 ","$14,087 ","7,140",Mark T. Smucker,"President, Chief Executive Officer &  Director","Food, Beverages &  Tobacco",Food Consumer Products,8,Orrville,OH,40.8436663,-81.7640212
384,Delek US Holdings,480,"$7,350 ",35.70%,$288.80 ,-,"$5,935 ","$3,416 ","3,941",Ezra Uzi Yemin,"Chairman, President &  Chief Executive Officer",Energy,Petroleum Refining,4,Brentwood,TN,36.0331164,-86.7827772
385,Newmont Mining,328,"$7,348 ",-12.30%,($98.00),-,"$20,563 ","$20,853 ","12,569",Gary J. Goldberg,"President, Chief Executive Officer &  Director",Energy,"Mining, Crude-Oil Production",15,Greenwood Village,CO,39.6172101,-104.9508141
386,Constellation Brands,408,"$7,332 ",12.00%,"$1,535.10 ",45.50%,"$18,602 ","$44,379 ","8,700",Robert S. Sands,Chairman &  Chief Executive Officer,"Food, Beverages &  Tobacco",Beverages,6,Victor,NY,42.9825633,-77.4088794
387,Ryder System,394,"$7,330 ",8.00%,$790.60 ,201.20%,"$11,452 ","$3,867 ","36,100",Robert E. Sanchez,"Chairman, President &  Chief Executive Officer",Transportation,"Trucking, Truck Leasing",24,Miami,FL,25.7616798,-80.1917902
388,National Oilwell Varco,375,"$7,304 ",0.70%,($237.00),-,"$20,206 ","$13,993 ","31,605",Clay C. Williams,"Chairman, President &  Chief Executive Officer",Energy,"Oil and Gas Equipment, Services",13,Houston,TX,29.7604267,-95.3698028
389,Adobe Systems,443,"$7,302 ",24.70%,"$1,694.00 ",44.90%,"$14,536 ","$106,413 ","17,973",Shantanu Narayen,"Chairman, President &  Chief Executive Officer",Technology,Computer Software,2,San Jose,CA,37.3382082,-121.8863286
390,LifePoint Health,374,"$7,263 ",-0.10%,$102.40 ,-16.00%,"$6,286 ","$1,832 ","42,000",William F. Carpenter III,Chairman &  Chief Executive Officer,Health Care,Health Care: Medical Facilities,4,Brentwood,TN,36.0331164,-86.7827772
391,Tractor Supply,396,"$7,256 ",7.00%,$422.60 ,-3.30%,"$2,869 ","$7,807 ","21,000",Gregory A. Sandfort,Chairman &  Chief Executive Officer,Retailing,Specialty Retailers: Other,5,Brentwood,TN,36.0331164,-86.7827772
392,Thor Industries,540,"$7,247 ",58.20%,$374.30 ,45.90%,"$2,558 ","$6,069 ","17,800",Robert W. Martin,"President, Chief Executive Officer &  Director",Motor Vehicles &  Parts,Motor Vehicles and Parts,1,Elkhart,IN,41.6819935,-85.9766671
393,Dana,447,"$7,209 ",23.70%,$111.00 ,-82.70%,"$5,644 ","$3,741 ","30,100",James K. Kamsickas,"President, Chief Executive Officer &  Director",Motor Vehicles &  Parts,Motor Vehicles and Parts,24,Maumee,OH,41.5628294,-83.6538244
394,Weyerhaeuser,341,"$7,196 ",-8.90%,$582.00 ,-43.30%,"$18,059 ","$26,463 ","9,300",Doyle R. Simons,"President, Chief Executive Officer &  Director",Materials,Forest and Paper Products,24,Seattle,WA,47.6062095,-122.3320708
395,J.B. Hunt Transport Services,407,"$7,190 ",9.70%,$686.30 ,58.80%,"$4,465 ","$12,858 ","24,681",John N. Roberts III,"President, Chief Executive Officer &  Director",Transportation,"Trucking, Truck Leasing",6,Lowell,AR,36.2553543,-94.1307587
396,Darden Restaurants,385,"$7,170 ",3.40%,$479.10 ,27.80%,"$5,504 ","$10,531 ","178,729",Eugene I. Lee Jr.,"President, Chief Executive Officer &  Director","Hotels, Restaurants &  Leisure",Food Services,22,Orlando,FL,28.5383355,-81.3792365
397,Yum China Holdings,399,"$7,144 ",5.80%,$403.00 ,-19.70%,"$4,263 ","$16,009 ","450,000",Joey Wat,Chairman &  Chief Executive Officer,"Hotels, Restaurants &  Leisure",Food Services,2,Plano,TX,33.0198431,-96.6988856
398,Blackstone Group,503,"$7,119 ",38.90%,"$1,470.80 ",41.50%,"$34,429 ","$21,058 ","2,360",Stephen A. Schwarzman,Chairman &  Chief Executive Officer,Financials,Diversified Financials,3,New York,NY,40.7127753,-74.0059728
399,Berry Global Group,413,"$7,095 ",9.30%,$340.00 ,44.10%,"$8,476 ","$7,191 ","23,000",Thomas E. Salmon,Chairman &  Chief Executive Officer,Materials,"Packaging, Containers",2,Evansville,IN,37.9715592,-87.5710898
400,Builders FirstSource,421,"$7,034 ",10.50%,$38.80 ,-73.10%,"$3,006 ","$2,264 ","15,000",M. Chad Crow,"President, Chief Executive Officer &  Director",Materials,"Building Materials, Glass",2,Dallas,TX,32.7766642,-96.7969879
401,Activision Blizzard,406,"$7,017 ",6.20%,$273.00 ,-71.70%,"$18,668 ","$51,177 ","9,800",Robert A. Kotick,Chairman &  Chief Executive Officer,Technology,Entertainment,2,Santa Monica,CA,34.0194543,-118.4911912
402,JetBlue Airways,403,"$7,015 ",5.80%,"$1,147.00 ",51.10%,"$9,781 ","$6,540 ","17,424",Robin Hayes,"President, Chief Executive Officer &  Director",Transportation,Airlines,6,,NY,40.744679,-73.9485424
403,Amphenol,424,"$7,011 ",11.50%,$650.50 ,-21.00%,"$10,004 ","$26,311 ","70,000",R. Adam Norwitt,"President, Chief Executive Officer &  Director",Technology,Network and Other Communications Equipment,4,Wallingford,CT,41.4570108,-72.8230736
